Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Sales,Date,Time,Payment,Rating
802-43-8934,Alex,Yangon,Normal,Male,Home and lifestyle,18.28,19.194,3/22/2019,3:05:00 pm,Credit card,8.3
560-30-5617,Cairo,Mandalay,Normal,Female,Sports and travel,24.77,130.0425,3/24/2019,6:27:00 pm,Cash,8.5
319-74-2561,Alex,Yangon,Member,Female,Electronic accessories,94.64,298.116,2/21/2019,4:55:00 pm,Cash,5.5
549-03-9315,Cairo,Mandalay,Normal,Male,Fashion accessories,94.87,796.908,02/12/2019,12:58:00 pm,Ewallet,8.7
790-29-1172,Cairo,Mandalay,Normal,Female,Food and beverages,57.34,180.621,03/10/2019,6:59:00 pm,Credit card,7.9
239-36-3640,Cairo,Mandalay,Normal,Male,Electronic accessories,45.35,285.705,1/31/2019,1:44:00 pm,Ewallet,6.1
468-01-2051,Cairo,Mandalay,Normal,Male,Food and beverages,62.08,456.288,03/06/2019,1:46:00 pm,Ewallet,5.4
389-25-3394,Giza,Naypyitaw,Normal,Male,Electronic accessories,11.81,62.0025,2/17/2019,6:06:00 pm,Cash,9.4
279-62-1445,Giza,Naypyitaw,Member,Female,Fashion accessories,12.54,13.167,2/21/2019,12:38:00 pm,Cash,8.2
213-72-6612,Alex,Yangon,Normal,Male,Food and beverages,43.25,90.825,3/20/2019,3:56:00 pm,Cash,6.2
746-68-6593,Giza,Naypyitaw,Member,Female,Sports and travel,87.16,183.036,01/11/2019,2:29:00 pm,Credit card,9.7
836-82-5858,Cairo,Mandalay,Member,Male,Health and beauty,69.37,655.5465,1/26/2019,7:14:00 pm,Ewallet,4
583-72-1480,Giza,Naypyitaw,Member,Male,Electronic accessories,37.06,155.652,1/31/2019,4:24:00 pm,Ewallet,9.7
466-61-5506,Cairo,Mandalay,Member,Female,Electronic accessories,90.7,571.41,2/26/2019,10:52:00 am,Cash,5.3
721-86-6247,Alex,Yangon,Normal,Female,Home and lifestyle,63.42,532.728,03/11/2019,12:55:00 pm,Ewallet,7.4
289-65-5721,Cairo,Mandalay,Normal,Female,Fashion accessories,81.37,170.877,1/26/2019,7:28:00 pm,Cash,6.5
545-46-3100,Cairo,Mandalay,Member,Female,Electronic accessories,10.59,33.3585,03/12/2019,1:52:00 pm,Credit card,8.7
418-02-5978,Cairo,Mandalay,Normal,Female,Health and beauty,84.09,794.6505,02/11/2019,10:54:00 am,Cash,8
269-04-5750,Cairo,Mandalay,Member,Male,Fashion accessories,73.82,310.044,2/21/2019,6:31:00 pm,Cash,6.7
157-13-5295,Alex,Yangon,Member,Male,Health and beauty,51.94,545.37,03/09/2019,6:24:00 pm,Ewallet,6.5
645-78-8093,Alex,Yangon,Normal,Female,Sports and travel,93.14,195.594,1/20/2019,6:09:00 pm,Ewallet,4.1
211-30-9270,Giza,Naypyitaw,Normal,Male,Health and beauty,17.41,91.4025,1/28/2019,3:16:00 pm,Credit card,4.9
755-12-3214,Giza,Naypyitaw,Member,Female,Fashion accessories,44.22,232.155,03/05/2019,5:07:00 pm,Credit card,8.6
346-84-3103,Cairo,Mandalay,Member,Female,Electronic accessories,13.22,69.405,03/02/2019,7:26:00 pm,Cash,4.3
478-06-7835,Alex,Yangon,Normal,Male,Fashion accessories,89.69,94.1745,01/11/2019,11:20:00 am,Ewallet,4.9
540-11-4336,Alex,Yangon,Normal,Male,Food and beverages,24.94,235.683,01/11/2019,4:49:00 pm,Credit card,5.6
448-81-5016,Alex,Yangon,Normal,Male,Health and beauty,59.77,125.517,03/11/2019,12:01:00 pm,Credit card,5.8
142-72-4741,Giza,Naypyitaw,Member,Male,Fashion accessories,93.2,195.72,2/28/2019,6:37:00 pm,Credit card,6
217-58-1179,Alex,Yangon,Member,Male,Home and lifestyle,62.65,263.13,01/05/2019,11:25:00 am,Cash,4.2
376-02-8238,Cairo,Mandalay,Normal,Male,Home and lifestyle,93.87,788.508,02/02/2019,6:42:00 pm,Credit card,8.3
530-90-9855,Alex,Yangon,Member,Male,Home and lifestyle,47.59,399.756,01/01/2019,2:47:00 pm,Cash,5.7
866-05-7563,Cairo,Mandalay,Member,Female,Electronic accessories,81.4,256.41,02/09/2019,7:43:00 pm,Cash,4.8
604-70-6476,Alex,Yangon,Member,Male,Fashion accessories,17.94,94.185,1/23/2019,2:04:00 pm,Ewallet,6.8
799-71-1548,Alex,Yangon,Member,Male,Electronic accessories,77.72,326.424,01/07/2019,4:11:00 pm,Credit card,8.8
785-13-7708,Cairo,Mandalay,Normal,Male,Food and beverages,73.06,536.991,1/14/2019,7:06:00 pm,Credit card,4.2
845-51-0542,Cairo,Mandalay,Member,Male,Food and beverages,46.55,439.8975,02/02/2019,3:34:00 pm,Ewallet,6.4
662-47-5456,Giza,Naypyitaw,Member,Male,Fashion accessories,35.19,369.495,3/17/2019,7:06:00 pm,Credit card,8.4
883-17-4236,Giza,Naypyitaw,Normal,Female,Sports and travel,14.39,30.219,03/02/2019,7:44:00 pm,Credit card,7.2
290-68-2984,Alex,Yangon,Normal,Male,Home and lifestyle,23.75,99.75,3/16/2019,11:22:00 am,Cash,5.2
704-11-6354,Alex,Yangon,Member,Male,Home and lifestyle,58.9,494.76,01/06/2019,11:23:00 am,Cash,8.9
110-48-7033,Cairo,Mandalay,Member,Male,Fashion accessories,32.62,137.004,1/29/2019,2:12:00 pm,Cash,9
366-93-0948,Alex,Yangon,Member,Male,Electronic accessories,66.35,69.6675,1/31/2019,10:46:00 am,Credit card,9.7
729-09-9681,Alex,Yangon,Member,Male,Home and lifestyle,25.91,163.233,02/05/2019,10:16:00 am,Ewallet,8.7
151-16-1484,Alex,Yangon,Member,Male,Electronic accessories,32.25,135.45,2/13/2019,12:38:00 pm,Ewallet,6.5
380-94-4661,Giza,Naypyitaw,Member,Male,Electronic accessories,65.94,276.948,02/07/2019,1:05:00 pm,Credit card,6.9
850-41-9669,Alex,Yangon,Normal,Female,Electronic accessories,75.06,709.317,3/19/2019,1:25:00 pm,Ewallet,6.2
821-07-3596,Giza,Naypyitaw,Normal,Female,Fashion accessories,16.45,69.09,03/07/2019,2:53:00 pm,Ewallet,5.6
655-85-5130,Cairo,Mandalay,Member,Female,Fashion accessories,38.3,160.86,3/13/2019,7:22:00 pm,Cash,5.7
447-15-7839,Alex,Yangon,Member,Female,Sports and travel,22.24,233.52,02/09/2019,11:00:00 am,Cash,4.2
154-74-7179,Cairo,Mandalay,Normal,Male,Sports and travel,54.45,57.1725,2/26/2019,7:24:00 pm,Ewallet,7.9
253-12-6086,Alex,Yangon,Member,Female,Sports and travel,98.4,723.24,03/12/2019,12:43:00 pm,Credit card,8.7
808-65-0703,Giza,Naypyitaw,Normal,Male,Home and lifestyle,35.47,148.974,3/14/2019,5:22:00 pm,Credit card,6.9
571-94-0759,Cairo,Mandalay,Member,Female,Food and beverages,74.6,783.3,01/08/2019,8:55:00 pm,Cash,9.5
144-51-6085,Alex,Yangon,Member,Male,Home and lifestyle,70.74,297.108,01/05/2019,4:05:00 pm,Credit card,4.4
731-14-2199,Alex,Yangon,Member,Female,Home and lifestyle,35.54,373.17,01/04/2019,1:34:00 pm,Ewallet,7
783-09-1637,Cairo,Mandalay,Normal,Female,Sports and travel,67.43,354.0075,03/06/2019,6:13:00 pm,Ewallet,6.3
687-15-1097,Giza,Naypyitaw,Member,Female,Health and beauty,21.12,44.352,01/03/2019,7:17:00 pm,Cash,9.7
126-54-1082,Alex,Yangon,Member,Female,Home and lifestyle,21.54,203.553,01/07/2019,11:44:00 am,Credit card,8.8
633-91-1052,Alex,Yangon,Normal,Female,Home and lifestyle,12.03,25.263,1/27/2019,3:51:00 pm,Cash,5.1
477-24-6490,Cairo,Mandalay,Normal,Female,Health and beauty,99.71,628.173,2/26/2019,4:52:00 pm,Ewallet,7.9
566-19-5475,Cairo,Mandalay,Normal,Male,Fashion accessories,47.97,352.5795,01/07/2019,8:52:00 pm,Cash,6.2
526-86-8552,Giza,Naypyitaw,Member,Female,Home and lifestyle,21.82,229.11,01/07/2019,5:36:00 pm,Cash,7.1
376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion accessories,95.42,400.764,02/02/2019,1:23:00 pm,Ewallet,6.4
537-72-0426,Giza,Naypyitaw,Member,Male,Fashion accessories,70.99,745.395,3/20/2019,4:28:00 pm,Cash,5.7
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,44.02,462.21,3/20/2019,7:57:00 pm,Credit card,9.6
136-08-6195,Alex,Yangon,Normal,Female,Home and lifestyle,69.96,587.664,2/15/2019,5:01:00 pm,Credit card,6.4
523-38-0215,Giza,Naypyitaw,Normal,Male,Home and lifestyle,37,38.85,03/06/2019,1:29:00 pm,Credit card,7.9
490-29-1201,Alex,Yangon,Normal,Female,Sports and travel,15.34,16.107,01/06/2019,11:09:00 am,Cash,6.5
667-92-0055,Alex,Yangon,Member,Male,Health and beauty,99.83,628.929,03/04/2019,3:02:00 pm,Ewallet,8.5
565-17-3836,Alex,Yangon,Member,Female,Health and beauty,47.67,200.214,03/12/2019,2:21:00 pm,Cash,9.1
498-41-1961,Cairo,Mandalay,Normal,Male,Health and beauty,66.68,350.07,2/20/2019,6:01:00 pm,Cash,7.6
593-95-4461,Giza,Naypyitaw,Member,Male,Home and lifestyle,74.86,78.603,3/24/2019,2:49:00 pm,Cash,6.9
226-71-3580,Giza,Naypyitaw,Normal,Female,Sports and travel,23.75,224.4375,1/31/2019,12:02:00 pm,Cash,9.5
283-79-9594,Cairo,Mandalay,Normal,Female,Food and beverages,48.51,356.5485,1/25/2019,1:30:00 pm,Credit card,5.2
430-60-3493,Alex,Yangon,Member,Female,Home and lifestyle,94.88,697.368,02/03/2019,2:38:00 pm,Cash,4.2
139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,40.3,423.15,1/24/2019,5:37:00 pm,Credit card,7
558-80-4082,Giza,Naypyitaw,Normal,Male,Electronic accessories,27.85,204.6975,3/14/2019,5:20:00 pm,Ewallet,6
278-97-7759,Alex,Yangon,Member,Female,Electronic accessories,62.48,65.604,2/18/2019,8:29:00 pm,Cash,4.7
316-68-6352,Alex,Yangon,Member,Female,Food and beverages,36.36,76.356,1/21/2019,10:00:00 am,Cash,7.1
585-03-5943,Cairo,Mandalay,Normal,Male,Health and beauty,18.11,190.155,3/13/2019,11:46:00 am,Ewallet,5.9
211-05-0490,Giza,Naypyitaw,Member,Female,Electronic accessories,51.92,272.58,03/03/2019,1:42:00 pm,Cash,7.5
727-75-6477,Giza,Naypyitaw,Normal,Male,Electronic accessories,28.84,121.128,3/29/2019,2:44:00 pm,Cash,6.4
744-02-5987,Alex,Yangon,Member,Male,Home and lifestyle,78.38,493.794,01/10/2019,2:16:00 pm,Ewallet,5.8
307-83-9164,Alex,Yangon,Member,Male,Home and lifestyle,60.01,252.042,1/25/2019,3:54:00 pm,Cash,4.5
779-06-0012,Giza,Naypyitaw,Member,Female,Home and lifestyle,88.61,93.0405,1/19/2019,10:21:00 am,Cash,7.7
446-47-6729,Giza,Naypyitaw,Normal,Male,Fashion accessories,99.82,209.622,01/02/2019,6:09:00 pm,Credit card,6.7
573-10-3877,Cairo,Mandalay,Member,Male,Health and beauty,39.01,40.9605,03/12/2019,4:46:00 pm,Credit card,4.7
735-06-4124,Giza,Naypyitaw,Normal,Male,Food and beverages,48.61,51.0405,2/25/2019,3:31:00 pm,Cash,4.4
439-54-7422,Alex,Yangon,Normal,Female,Electronic accessories,51.19,214.998,3/18/2019,5:15:00 pm,Credit card,4.7
396-90-2219,Cairo,Mandalay,Normal,Female,Electronic accessories,14.96,125.664,2/23/2019,12:29:00 pm,Cash,8.6
411-77-0180,Alex,Yangon,Member,Male,Electronic accessories,72.2,530.67,3/26/2019,8:14:00 pm,Ewallet,4.3
286-01-5402,Alex,Yangon,Normal,Female,Sports and travel,40.23,295.6905,3/30/2019,1:22:00 pm,Cash,9.6
803-17-8013,Alex,Yangon,Member,Female,Home and lifestyle,88.79,745.836,2/17/2019,5:09:00 pm,Cash,4.1
512-98-1403,Alex,Yangon,Member,Female,Electronic accessories,26.48,83.412,3/21/2019,10:40:00 am,Ewallet,4.7
848-42-2560,Alex,Yangon,Normal,Female,Fashion accessories,81.91,172.011,03/05/2019,5:43:00 pm,Cash,7.8
532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,79.93,503.559,1/31/2019,2:04:00 pm,Cash,5.5
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion accessories,69.33,145.593,02/05/2019,7:05:00 pm,Ewallet,9.7
870-76-1733,Alex,Yangon,Member,Female,Food and beverages,14.23,74.7075,02/01/2019,10:08:00 am,Credit card,4.4
423-64-4619,Alex,Yangon,Member,Female,Health and beauty,15.55,146.9475,03/07/2019,1:12:00 pm,Cash,5
227-07-4446,Giza,Naypyitaw,Member,Female,Electronic accessories,78.13,820.365,02/10/2019,8:51:00 pm,Cash,4.4
174-36-3675,Giza,Naypyitaw,Member,Male,Food and beverages,99.37,208.677,2/14/2019,5:29:00 pm,Cash,5.2
428-83-5800,Giza,Naypyitaw,Member,Female,Food and beverages,21.08,66.402,02/09/2019,10:25:00 am,Cash,7.3
603-07-0961,Giza,Naypyitaw,Member,Male,Electronic accessories,74.79,392.6475,01/10/2019,11:34:00 am,Cash,4.9
704-20-4138,Giza,Naypyitaw,Member,Female,Health and beauty,29.67,218.0745,03/11/2019,6:58:00 pm,Credit card,8.1
787-15-1757,Giza,Naypyitaw,Member,Male,Health and beauty,44.07,185.094,2/18/2019,4:28:00 pm,Ewallet,8.4
649-11-3678,Giza,Naypyitaw,Normal,Female,Food and beverages,22.93,216.6885,2/26/2019,8:26:00 pm,Cash,5.5
622-20-1945,Giza,Naypyitaw,Normal,Female,Health and beauty,39.42,41.391,1/18/2019,3:08:00 pm,Cash,8.4
372-94-8041,Alex,Yangon,Normal,Male,Health and beauty,15.26,96.138,2/15/2019,6:03:00 pm,Ewallet,9.8
563-91-7120,Alex,Yangon,Normal,Female,Fashion accessories,61.77,324.2925,03/08/2019,1:21:00 pm,Cash,6.7
746-54-5508,Alex,Yangon,Normal,Male,Home and lifestyle,21.52,135.576,1/17/2019,12:48:00 pm,Credit card,9.4
276-54-0879,Cairo,Mandalay,Normal,Male,Sports and travel,97.74,410.508,03/12/2019,7:53:00 pm,Ewallet,6.4
815-11-1168,Alex,Yangon,Member,Male,Food and beverages,99.78,523.845,03/09/2019,7:09:00 pm,Cash,5.4
719-76-3868,Giza,Naypyitaw,Member,Male,Food and beverages,94.26,395.892,03/12/2019,4:30:00 pm,Cash,8.6
730-61-8757,Cairo,Mandalay,Member,Male,Health and beauty,51.13,214.746,1/25/2019,10:11:00 am,Credit card,4
340-66-0321,Alex,Yangon,Member,Male,Electronic accessories,36.36,152.712,3/25/2019,1:07:00 pm,Cash,7.6
868-81-1752,Cairo,Mandalay,Normal,Male,Home and lifestyle,22.02,208.089,02/07/2019,6:48:00 pm,Cash,6.8
634-97-8956,Alex,Yangon,Normal,Male,Food and beverages,32.9,103.635,2/17/2019,5:27:00 pm,Credit card,9.1
566-71-1091,Alex,Yangon,Normal,Male,Fashion accessories,77.02,404.355,02/03/2019,3:59:00 pm,Cash,5.5
442-48-3607,Alex,Yangon,Member,Male,Food and beverages,23.48,49.308,3/14/2019,11:21:00 am,Credit card,7.9
835-16-0096,Giza,Naypyitaw,Member,Male,Sports and travel,14.7,77.175,3/24/2019,1:48:00 pm,Ewallet,8.5
527-09-6272,Alex,Yangon,Member,Female,Electronic accessories,28.45,149.3625,3/21/2019,10:17:00 am,Credit card,9.1
898-04-2717,Alex,Yangon,Normal,Male,Fashion accessories,76.4,721.98,3/19/2019,3:49:00 pm,Ewallet,7.5
692-27-8933,Cairo,Mandalay,Normal,Female,Sports and travel,57.95,365.085,2/24/2019,1:02:00 pm,Cash,5.2
633-09-3463,Giza,Naypyitaw,Normal,Female,Electronic accessories,47.65,150.0975,3/28/2019,12:58:00 pm,Credit card,9.5
374-17-3652,Cairo,Mandalay,Member,Female,Food and beverages,42.82,404.649,02/05/2019,3:26:00 pm,Credit card,8.9
378-07-7001,Cairo,Mandalay,Member,Male,Electronic accessories,48.09,151.4835,02/10/2019,6:23:00 pm,Credit card,7.8
433-75-6987,Cairo,Mandalay,Member,Female,Health and beauty,55.97,411.3795,03/05/2019,7:06:00 pm,Ewallet,8.9
873-95-4984,Cairo,Mandalay,Member,Female,Health and beauty,76.9,565.215,2/15/2019,8:21:00 pm,Cash,7.7
416-13-5917,Giza,Naypyitaw,Normal,Female,Food and beverages,97.03,509.4075,1/30/2019,4:24:00 pm,Ewallet,9.3
150-89-8043,Alex,Yangon,Normal,Male,Sports and travel,44.65,140.6475,2/14/2019,3:04:00 pm,Cash,6.2
135-84-8019,Alex,Yangon,Normal,Female,Fashion accessories,77.93,736.4385,2/27/2019,4:10:00 pm,Ewallet,7.6
441-94-7118,Alex,Yangon,Member,Male,Electronic accessories,71.95,75.5475,02/04/2019,12:14:00 pm,Cash,7.3
725-96-3778,Giza,Naypyitaw,Member,Female,Home and lifestyle,89.25,749.7,1/20/2019,10:13:00 am,Cash,4.7
531-80-1784,Alex,Yangon,Normal,Male,Electronic accessories,26.02,191.247,3/28/2019,5:38:00 pm,Cash,5.1
400-45-1220,Cairo,Mandalay,Normal,Female,Health and beauty,13.5,141.75,2/27/2019,11:06:00 am,Credit card,4.8
860-79-0874,Giza,Naypyitaw,Member,Female,Fashion accessories,99.3,1042.65,2/15/2019,2:53:00 pm,Credit card,6.6
834-61-8124,Alex,Yangon,Normal,Male,Electronic accessories,51.69,379.9215,1/26/2019,6:22:00 pm,Cash,5.5
115-99-4379,Cairo,Mandalay,Member,Female,Fashion accessories,54.73,402.2655,3/14/2019,7:02:00 pm,Credit card,8.5
565-67-6697,Cairo,Mandalay,Member,Male,Home and lifestyle,27,255.15,03/02/2019,2:16:00 pm,Cash,4.8
320-49-6392,Giza,Naypyitaw,Normal,Female,Electronic accessories,30.24,31.752,03/04/2019,3:44:00 pm,Cash,8.4
889-04-9723,Cairo,Mandalay,Member,Female,Food and beverages,89.14,374.388,01/07/2019,12:20:00 pm,Credit card,7.8
632-90-0281,Giza,Naypyitaw,Normal,Female,Fashion accessories,37.55,394.275,03/08/2019,8:01:00 pm,Credit card,9.3
554-42-2417,Giza,Naypyitaw,Normal,Female,Sports and travel,95.44,1002.12,01/09/2019,1:45:00 pm,Cash,5.2
453-63-6187,Cairo,Mandalay,Normal,Male,Electronic accessories,27.5,86.625,03/01/2019,3:40:00 pm,Ewallet,6.5
578-80-7669,Cairo,Mandalay,Normal,Male,Sports and travel,74.97,78.7185,3/16/2019,4:58:00 pm,Cash,5.6
612-36-5536,Alex,Yangon,Member,Male,Food and beverages,80.96,680.064,2/17/2019,11:12:00 am,Credit card,7.4
605-72-4132,Giza,Naypyitaw,Normal,Female,Food and beverages,94.47,793.548,2/27/2019,3:12:00 pm,Cash,9.1
471-41-2823,Giza,Naypyitaw,Normal,Male,Food and beverages,99.79,209.559,03/07/2019,8:37:00 pm,Ewallet,8
462-67-9126,Alex,Yangon,Normal,Male,Home and lifestyle,73.22,461.286,1/21/2019,5:44:00 pm,Cash,7.2
272-27-9238,Giza,Naypyitaw,Normal,Female,Food and beverages,41.24,173.208,2/19/2019,4:23:00 pm,Cash,7.1
834-25-9262,Giza,Naypyitaw,Normal,Female,Fashion accessories,81.68,343.056,01/06/2019,12:12:00 pm,Cash,9.1
122-61-9553,Giza,Naypyitaw,Normal,Female,Electronic accessories,51.32,484.974,3/14/2019,7:33:00 pm,Cash,5.6
468-88-0009,Alex,Yangon,Member,Male,Home and lifestyle,65.94,276.948,3/24/2019,10:29:00 am,Cash,6
613-59-9758,Giza,Naypyitaw,Normal,Female,Sports and travel,14.36,150.78,1/27/2019,2:28:00 pm,Cash,5.4
254-31-0042,Alex,Yangon,Member,Male,Electronic accessories,21.5,203.175,03/06/2019,12:46:00 pm,Credit card,7.8
201-86-2184,Cairo,Mandalay,Member,Female,Electronic accessories,26.26,193.011,02/02/2019,7:40:00 pm,Cash,9.9
261-12-8671,Cairo,Mandalay,Normal,Female,Fashion accessories,60.96,128.016,1/25/2019,7:39:00 pm,Credit card,4.9
730-70-9830,Giza,Naypyitaw,Normal,Female,Home and lifestyle,70.11,441.693,3/14/2019,5:54:00 pm,Ewallet,5.2
382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion accessories,42.08,265.104,1/29/2019,12:25:00 pm,Cash,8.9
422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,67.09,352.2225,01/03/2019,4:47:00 pm,Credit card,9.1
667-23-5919,Alex,Yangon,Member,Female,Fashion accessories,96.7,507.675,1/14/2019,12:52:00 pm,Ewallet,7
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.38,334.341,01/05/2019,7:50:00 pm,Credit card,9.6
743-88-1662,Giza,Naypyitaw,Normal,Male,Sports and travel,95.49,701.8515,2/22/2019,6:17:00 pm,Ewallet,8.7
595-86-2894,Giza,Naypyitaw,Member,Male,Fashion accessories,96.98,407.316,02/06/2019,5:20:00 pm,Ewallet,9.4
182-69-8360,Cairo,Mandalay,Normal,Female,Electronic accessories,23.65,99.33,1/30/2019,1:32:00 pm,Credit card,4
289-15-7034,Alex,Yangon,Member,Male,Sports and travel,82.33,345.786,01/11/2019,10:37:00 am,Credit card,7.5
462-78-5240,Giza,Naypyitaw,Normal,Female,Electronic accessories,26.61,55.881,3/19/2019,2:35:00 pm,Cash,4.2
868-52-7573,Cairo,Mandalay,Normal,Female,Food and beverages,99.69,523.3725,1/14/2019,12:09:00 pm,Cash,9.9
153-58-4872,Giza,Naypyitaw,Member,Female,Food and beverages,74.89,314.538,03/01/2019,3:32:00 pm,Ewallet,4.2
662-72-2873,Alex,Yangon,Normal,Female,Food and beverages,40.94,214.935,01/06/2019,1:58:00 pm,Ewallet,9.9
525-88-7307,Cairo,Mandalay,Member,Male,Sports and travel,75.82,79.611,1/31/2019,1:19:00 pm,Cash,5.8
689-16-9784,Giza,Naypyitaw,Normal,Male,Food and beverages,46.77,294.651,03/11/2019,1:37:00 pm,Cash,6
725-56-0833,Alex,Yangon,Normal,Female,Health and beauty,32.32,339.36,2/20/2019,4:49:00 pm,Credit card,10
394-41-0748,Giza,Naypyitaw,Member,Female,Fashion accessories,54.07,510.9615,1/27/2019,2:55:00 pm,Ewallet,9.5
596-42-3999,Cairo,Mandalay,Normal,Male,Food and beverages,18.22,133.917,03/10/2019,2:04:00 pm,Credit card,6.6
541-89-9860,Giza,Naypyitaw,Member,Female,Fashion accessories,80.48,253.512,2/15/2019,12:31:00 pm,Cash,8.1
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,37.95,398.475,1/26/2019,2:51:00 pm,Cash,9.7
563-36-9814,Alex,Yangon,Member,Male,Electronic accessories,76.82,80.661,2/13/2019,6:27:00 pm,Ewallet,7.2
308-47-4913,Alex,Yangon,Member,Female,Sports and travel,52.26,548.73,03/09/2019,12:45:00 pm,Credit card,6.2
885-17-6250,Alex,Yangon,Normal,Female,Health and beauty,79.74,83.727,03/06/2019,10:36:00 am,Ewallet,7.3
726-27-2396,Alex,Yangon,Normal,Female,Health and beauty,77.5,406.875,1/24/2019,8:36:00 pm,Ewallet,4.3
316-01-3952,Alex,Yangon,Normal,Female,Food and beverages,54.27,284.9175,3/13/2019,2:16:00 pm,Ewallet,4.6
760-54-1821,Cairo,Mandalay,Normal,Male,Home and lifestyle,13.59,128.4255,3/15/2019,10:26:00 am,Cash,5.8
793-10-3222,Cairo,Mandalay,Member,Female,Health and beauty,41.06,258.678,03/05/2019,1:30:00 pm,Credit card,8.3
346-12-3257,Cairo,Mandalay,Member,Male,Electronic accessories,19.24,181.818,03/04/2019,4:28:00 pm,Cash,8
110-05-6330,Giza,Naypyitaw,Normal,Female,Food and beverages,39.43,248.409,3/25/2019,8:18:00 pm,Credit card,9.4
651-61-0874,Giza,Naypyitaw,Normal,Male,Home and lifestyle,46.22,194.124,03/12/2019,8:04:00 pm,Credit card,6.2
236-86-3015,Giza,Naypyitaw,Member,Male,Home and lifestyle,13.98,14.679,02/04/2019,1:38:00 pm,Ewallet,9.8
831-64-0259,Cairo,Mandalay,Normal,Female,Fashion accessories,39.75,208.6875,2/22/2019,10:43:00 am,Ewallet,9.6
587-03-7455,Giza,Naypyitaw,Member,Female,Fashion accessories,97.79,718.7565,2/16/2019,5:30:00 pm,Ewallet,4.9
882-40-4577,Alex,Yangon,Member,Male,Sports and travel,67.26,282.492,1/19/2019,3:28:00 pm,Credit card,8
732-67-5346,Alex,Yangon,Normal,Male,Food and beverages,13.79,72.3975,01/11/2019,7:07:00 pm,Credit card,7.8
725-32-9708,Cairo,Mandalay,Member,Female,Fashion accessories,68.71,288.582,01/04/2019,7:01:00 pm,Cash,4.1
256-08-8343,Alex,Yangon,Normal,Female,Home and lifestyle,56.53,237.426,03/04/2019,7:48:00 pm,Ewallet,5.5
372-26-1506,Giza,Naypyitaw,Normal,Female,Fashion accessories,23.82,125.055,1/28/2019,7:24:00 pm,Ewallet,5.4
244-08-0162,Cairo,Mandalay,Normal,Female,Health and beauty,34.21,359.205,01/02/2019,1:00:00 pm,Cash,5.1
569-71-4390,Cairo,Mandalay,Normal,Male,Sports and travel,21.87,45.927,1/25/2019,2:29:00 pm,Ewallet,6.9
132-23-6451,Alex,Yangon,Member,Male,Health and beauty,20.97,110.0925,01/04/2019,1:21:00 pm,Cash,7.8
696-90-2548,Alex,Yangon,Normal,Male,Sports and travel,25.84,81.396,03/10/2019,6:55:00 pm,Ewallet,6.6
472-15-9636,Alex,Yangon,Normal,Male,Home and lifestyle,50.93,427.812,3/22/2019,7:36:00 pm,Ewallet,9.2
268-03-6164,Cairo,Mandalay,Normal,Male,Health and beauty,96.11,100.9155,1/25/2019,4:28:00 pm,Ewallet,7.8
750-57-9686,Giza,Naypyitaw,Normal,Female,Home and lifestyle,45.38,190.596,01/08/2019,1:48:00 pm,Credit card,8.7
186-09-3669,Giza,Naypyitaw,Member,Female,Health and beauty,81.51,85.5855,1/22/2019,10:57:00 am,Ewallet,9.2
848-07-1692,Cairo,Mandalay,Normal,Female,Health and beauty,57.22,120.162,01/12/2019,5:13:00 pm,Ewallet,8.3
745-71-3520,Alex,Yangon,Member,Female,Electronic accessories,25.22,185.367,02/04/2019,10:23:00 am,Cash,8.2
266-76-6436,Giza,Naypyitaw,Member,Female,Food and beverages,38.6,121.59,3/28/2019,1:57:00 pm,Ewallet,7.5
740-22-2500,Giza,Naypyitaw,Normal,Female,Electronic accessories,84.05,264.7575,1/23/2019,1:29:00 pm,Cash,9.8
271-88-8734,Giza,Naypyitaw,Member,Female,Fashion accessories,97.21,1020.705,02/08/2019,1:00:00 pm,Credit card,8.7
301-81-8610,Cairo,Mandalay,Member,Male,Fashion accessories,25.42,213.528,3/19/2019,7:42:00 pm,Credit card,6.7
489-64-4354,Giza,Naypyitaw,Normal,Male,Fashion accessories,16.28,17.094,03/09/2019,3:36:00 pm,Cash,5
198-84-7132,Cairo,Mandalay,Member,Male,Fashion accessories,40.61,383.7645,01/02/2019,1:40:00 pm,Cash,7
269-10-8440,Alex,Yangon,Member,Male,Health and beauty,53.17,390.7995,1/21/2019,6:01:00 pm,Cash,8.9
650-98-6268,Cairo,Mandalay,Member,Female,Food and beverages,20.87,65.7405,3/20/2019,1:53:00 pm,Credit card,8
741-73-3559,Cairo,Mandalay,Normal,Male,Sports and travel,67.27,353.1675,2/27/2019,5:27:00 pm,Cash,6.9
325-77-6186,Alex,Yangon,Member,Female,Home and lifestyle,90.65,951.825,03/08/2019,10:53:00 am,Ewallet,7.3
286-75-7818,Cairo,Mandalay,Normal,Male,Fashion accessories,69.08,145.068,1/31/2019,7:48:00 pm,Credit card,6.9
